rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,best_contact_from_hoovers,n_contacts,n_with_email,sweep_key_person,rationale,outreach_status,mergent_email,mergent_phone
466,6,Lindt & Sprungli (USA) Inc.,unclassified food/bev mfr,,Stratham,New Hampshire,http://www.lindtusa.com,8.2680066E8,650,Private,,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
467,6,"Lion Nathan USA, Inc.",unclassified food/bev mfr,,Dundee,Oregon,http://www.argylewinery.com,1.7516399E8,270,Private,Brian Croser — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
468,6,"Louisa Food Products, Inc.",unclassified food/bev mfr,,Saint Louis,Missouri,http://www.louisafoods.com,2.7360844E7,200,Private,John Russell — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
469,6,"Louisiana Sugar Refining, LLC",unclassified food/bev mfr,,Gramercy,Louisiana,http://www.lsrsugar.com,3.5546192E7,300,Private,Larry Faucheux — Mng Member Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
470,6,"Lynchburg Organic Baking Co., LLC",unclassified food/bev mfr,,Lynchburg,Virginia,,3.1119923E7,200,Private,Michelle Trainum — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
471,6,"Lyrical Foods, Inc.",unclassified food/bev mfr,,Hayward,California,http://www.kite-hill.com,2.4642206E7,108,Private,John Haugen — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
472,6,"M.A. Patout & Son Limited, L.L.C.",unclassified food/bev mfr,,Jeanerette,Louisiana,http://www.mapatout.com,4.7330517E7,413,Private,Randall Romero — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
473,6,"MCSHARES, INC.",unclassified food/bev mfr,,Salina,Kansas,http://www.repcoworld.com,2.279394E7,113,Private,Jason Creed — President Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
474,6,"Magic Seasoning Blends, LLC",unclassified food/bev mfr,,New Orleans,Louisiana,http://www.magicseasoningblends.com,2.3225307E7,120,Private,Shawn McBribe — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
475,6,Mahaska Bottling Company,unclassified food/bev mfr,,Oskaloosa,Iowa,http://www.mahaska.com,2.0696487E7,500,Private,Darel Baxter — Principal,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
476,6,"Maple Donuts, LLC",unclassified food/bev mfr,,York,Pennsylvania,http://www.mapledonuts.com,9.951638E7,250,Private,Greg Somerville — Chief Executive Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
477,6,"Marcho Farms, Inc.",unclassified food/bev mfr,,Souderton,Pennsylvania,http://www.marchofarms.com,2.0545523E7,140,Private,Brian Friesen — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
478,6,Mariah Foods Corp.,unclassified food/bev mfr,,Columbus,Indiana,http://www.peerfoods.com,2.0334621E7,150,Private,Larry Connell — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
479,6,"Mars Retail Group, LLC",unclassified food/bev mfr,,Henderson,Nevada,http://www.mms.com,3.7231037E7,450,Private,Patrice De Talhouet — Principal,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
480,6,"Martin's Famous Pastry Shoppe, Inc.",unclassified food/bev mfr,,Chambersburg,Pennsylvania,http://www.potatorolls.com,9.7041565E7,464,Private,Ronald Gipe — Vice President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
481,6,Mastertaste Inc.,unclassified food/bev mfr,,Clark,New Jersey,,2.3318716E7,249,Private,,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,
482,6,"Mccormick Distilling Co., Inc.",unclassified food/bev mfr,,Weston,Missouri,http://www.mccormickdistilling.com,2.4801001E7,152,Private,Codie Welsh — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
483,6,Mcilhenny Company,unclassified food/bev mfr,,Avery Island,Louisiana,http://www.tabasco.com,2.2110535E7,205,Private,Harold Osborn — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
484,6,"Meduri Farms, Inc.",unclassified food/bev mfr,,Dallas,Oregon,http://www.medurifarms.com,3.9123146E7,275,Private,Daniel Black — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
485,6,Meherrin Agricultural & Chemical Company,unclassified food/bev mfr,,Severn,North Carolina,http://www.meherrinag.com,5.064906E8,1000,Private,Wells Caviness — Vice President Human Resources,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
486,6,"Melitta USA, Inc.",unclassified food/bev mfr,,Clearwater,Florida,http://www.melitta.com,2.5039221E7,120,Private,Jeffery Bordinat — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
487,6,"Mercer Foods, LLC",unclassified food/bev mfr,,Modesto,California,http://www.thrivefoods.com,1.0049023E8,281,Private,Brett Kirkham — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
488,6,"MeriCal, LLC",unclassified food/bev mfr,,Anaheim,California,http://www.merical.com,3.84352E7,570,Private,Ken Vargha — President Chief Commercial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
489,6,Miceli Dairy Products Co.,unclassified food/bev mfr,,Cleveland,Ohio,http://www.miceli-dairy.com,4.1677372E7,190,Private,John Miceli — Executive Vice President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
490,6,"Michigan Turkey Producers Cooperative, Inc.",unclassified food/bev mfr,,Grand Rapids,Michigan,http://www.miturkey.com,4.2129642E7,575,Private,Dan Lennon — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
491,6,"Mid-America Pet Food, L.L.C.",unclassified food/bev mfr,,Mount Pleasant,Texas,http://www.mapf.com,2.0869085E7,50,Private,Gregory Cyr — Ceo President Board Member,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
492,6,Milk Specialties Company,unclassified food/bev mfr,,Eden Prairie,Minnesota,http://www.milkspecialties.com,1.0E9,740,Private,Dan Nisser — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
493,6,Minhas Craft Brewery,confirmed co-man (public sweep),beverage,Monroe,WI,https://www.minhasbrewery.com/,,,,,0,0,Ravinder Minhas (Owner),verified co-man (public sweep),not contacted,,
494,6,"Minnie Marie Bakers, Inc.",unclassified food/bev mfr,,Bay City,Michigan,http://www.awrey.com,2.1787891E7,120,Private,Thomas Awrey — President,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
495,6,Miracapo Pizza Company LLC,unclassified food/bev mfr,,Elk Grove Village,Illinois,http://miracapopizza.com,1.071717E8,420,Private,John Leboutillier — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
496,6,"Mistica Foods, LLC",unclassified food/bev mfr,,Addison,Illinois,http://www.misticafoods.com,3.3698833E7,740,Private,Edward Bleka — CoPresident,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
497,6,Mojave Foods Corporation,unclassified food/bev mfr,,Los Angeles,California,,2.3843508E7,200,Private,Gregory Whitescarver — Founder And Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
498,6,"Morasch Meats, Inc.",unclassified food/bev mfr,,Portland,Oregon,http://www.moraschmeats.com,2.6672541E7,170,Private,Michael Morasch — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
499,6,More Than A Bakery,confirmed co-man (public sweep),snack-bakery,Versailles,KY,https://morethanabakery.com,,~310 planned at full build-out,,,0,0,Bill Quigg (President),verified co-man (public sweep),not contacted,,
500,6,"Mother Murphy's Laboratories, Inc.",unclassified food/bev mfr,,Greensboro,North Carolina,http://www.mothermurphys.com,2.6333157E7,120,Private,Ashley Sutton — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
501,6,Mount Franklin Foods,confirmed co-man (public sweep),snack-bakery,El Paso,TX,https://www.mountfranklinfoods.com,,"~4,000 (incl. Juarez plants)",,,0,0,Enrique Grajeda (President & CEO),verified co-man (public sweep),not contacted,,
502,6,Mountain Meadows Lamb Corporation,unclassified food/bev mfr,,Denver,Colorado,http://www.superiorfarms.com,2.4948166E7,308,Private,Jerry Dotson — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
503,6,"Musco Olive Products, Inc.",unclassified food/bev mfr,,Tracy,California,http://www.olives.com,4.7528625E7,300,Private,Felix Musco — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
504,6,Nackard Bottling Company,unclassified food/bev mfr,,Flagstaff,Arizona,http://www.nackard.com,2.1675829E7,128,Private,Nicholas Joiner — Vice President Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
505,6,"Nation Pizza Products, L.P.",unclassified food/bev mfr,,Schaumburg,Illinois,http://www.nationpizza.com,4.5731869E7,700,Partnership,Joe Giglio — Chief Financial Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
506,6,National Beverage Corp.,unclassified food/bev mfr,,Plantation,Florida,http://www.nationalbeverage.com,1.180552E9,1681,Public,"Nick Caporella — Chairman of the Board, Chief Executive Officer",3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
507,6,"National Meat & Provision, LLC",unclassified food/bev mfr,,Reserve,Louisiana,http://www.natcofs.com,5.6027576E7,66,Private,Martim Castillo — President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
508,6,Naturalife Eco Vite Laboratories,unclassified food/bev mfr,,Torrance,California,http://www.paragonlabsusa.com,2.0272905E7,100,Private,Jay Kaufman — PRESIDENT,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
509,6,"Naturally Fresh, Inc.",likely co-man (D&B description),,Atlanta,Georgia,,2.3975168E7,340,Private,,3,0,,"D&B text mentions contract/private-label; 3 contact(s), no email flag; mid-market size fit",not contacted,,
510,6,"Nature's Touch Frozen Foods, LLC",unclassified food/bev mfr,,Front Royal,Virginia,http://www.naturestouchfrozenfoods.com,3.471027E7,172,Private,Paul Bruns — Vice President Operations,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
511,6,Nellson LLC,confirmed co-man (public sweep),snack-bakery,Anaheim,CA,https://www.nellsonllc.com,,,,,0,0,Jamie Better (CEO),verified co-man (public sweep),not contacted,,
512,6,"Nestle Regional Globe Office North America, Inc.",unclassified food/bev mfr,,Arlington,Virginia,http://www.nestlejobs.com,4.9458393E7,61,Private,Mark Brunson — Vice President,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
513,6,"New Angus, LLC",unclassified food/bev mfr,,Aberdeen,South Dakota,http://www.demkotaranchbeef.com,2.402035E7,124,Private,Adam Bode — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
514,6,"New Belgium Brewing Company, Inc.",unclassified food/bev mfr,,Fort Collins,Colorado,http://www.newbelgium.com,1.0783727E8,210,Private,Kim Jordan — Ceo CoFounder,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
515,6,New Canaan Farms,confirmed co-man (public sweep),wet-frozen-supplements,Utopia,TX,https://newcanaanfarms.com,,,,,0,0,Lou Waters (Owner),verified co-man (public sweep),not contacted,,
516,6,"New Horizons Baking Company, LLC",unclassified food/bev mfr,,Norwalk,Ohio,http://www.newhorizonsbaking.com,4.9006016E7,350,Private,Trina Bediako — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
517,6,"New York Frozen Foods, Inc.",unclassified food/bev mfr,,Bedford,Ohio,,2.216728E7,320,Private,Larry Linhart — Principal,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
518,6,Next Century Spirits,confirmed co-man (public sweep),beverage,Raleigh,NC,https://www.nextcenturyspirits.com/,,,,,0,0,Anthony Moniello (CEO),verified co-man (public sweep),not contacted,,
519,6,Nichols Pistachio,unclassified food/bev mfr,,Hanford,California,http://www.nicholsfarms.com,2.4235188E7,200,Private,Jared Lorraine — President And Chief Operations Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
520,6,Nor-Cal Beverage Co.,confirmed co-man (public sweep),beverage,West Sacramento,CA,https://www.norcalbev.com/,,,,,0,0,Shannon Deary-Bell (President & CEO),verified co-man (public sweep),not contacted,,
521,6,"Nordic Naturals, Inc.",unclassified food/bev mfr,,Watsonville,California,http://www.nordic.com,4.6618927E7,150,Private,Jason Puett — Chief Financial Officer,3,3,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,
522,6,"Norman W. Fries, Inc.",unclassified food/bev mfr,,Claxton,Georgia,http://www.claxtonpoultry.com,4.216777E7,1700,Private,Doris Fries — Chief Executive Officer,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
523,6,North Dakota Mill & Elevator Association,unclassified food/bev mfr,,Grand Forks,North Dakota,http://www.ndmill.com,4.1032309E8,132,Private,Brent Massmann — Vice President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
524,6,Novus Foods. LLC,unclassified food/bev mfr,,Cincinnati,Ohio,http://www.lakeviewfarms.com,1.1144404E9,685,Private,Rongrong Li — Principal Food Scientist,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
525,6,Nutiva,unclassified food/bev mfr,,Richmond,California,http://www.nutiva.com,2.3829517E7,115,Private,Steven Naccarato — Chief Executive Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
526,6,"Nutritional Resources, Inc.",unclassified food/bev mfr,,Grovetown,Georgia,http://www.healthwisenri.com,2.1072802E7,164,Private,Michael Welsh — Chief Financial Officer,3,1,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,
527,6,"O & H Danish Bakery, Inc.",unclassified food/bev mfr,,Racine,Wisconsin,http://www.ohdanishbakery.com,2.1649136E7,150,Private,Peter Olesen — President,3,2,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,
